sentence_ID,words,labels,labels_encoded2
3852,Please,O INTJ,34
3852,move,I-ACTION ADP,21
3852,the,O PRON,38
3852,aircraft,O NOUN,35
3852,away,O ADV,32
3852,from,O ADP,31
3852,potential,B-STATE ADJ,16
3852,interference,O NOUN,35
3852,source,B-COMPONENT NOUN,4
3852,or,O SCONJ,41
3852,calibrate,O VERB,42
3852,the,O PRON,38
3852,compass,O NOUN,35
3853,Compass,B-COMPONENT NOUN,4
3853,Error,B-ISSUE NOUN,10
3853,.,O PUNCT,40
3853,Compass,B-COMPONENT NOUN,4
3853,Redundancy,B-ISSUE NOUN,10
3853,Switch,I-ACTION VERB,23
3854,Compass,B-COMPONENT NOUN,4
3854,Error,B-ISSUE NOUN,10
3854,.,O PUNCT,40
3854,Exit,B-ACTION NOUN,0
3854,P,O PRON,38
3854,-,O PUNCT,40
3854,GPS,O NOUN,35
3854,Mode,B-PARAMETER NOUN,14
3855,Compass,B-COMPONENT NOUN,4
3855,Error,B-ISSUE NOUN,10
3855,.,O PUNCT,40
3855,Magnetic,O ADJ,30
3855,Filed,I-ACTION VERB,23
3855,Interference,O NOUN,35
3855,.,O PUNCT,40
3855,Exit,B-ACTION NOUN,0
3855,P,O PRON,38
3855,-,O PUNCT,40
3855,GPS,O NOUN,35
3855,Mode,B-PARAMETER NOUN,14
3856,Compass,B-COMPONENT NOUN,4
3856,initialization,O NOUN,35
3856,failed,O VERB,42
3856,.,O PUNCT,40
3856,Restart,B-ACTION VERB,2
3856,aircraft,O NOUN,35
3856,(,O PUNCT,40
3856,Code,O NOUN,35
3856,:,O PUNCT,40
3856,30063,O NUM,36
3856,),O PUNCT,40
3857,Compass,B-COMPONENT NOUN,4
3857,interference,O NOUN,35
3857,.,O PUNCT,40
3857,Please,O INTJ,34
3857,move,I-ACTION ADP,21
3857,the,O PRON,38
3857,aircraft,O NOUN,35
3857,away,O ADV,32
3857,from,O ADP,31
3857,potential,B-STATE ADJ,16
3857,interference,O NOUN,35
3857,source,B-COMPONENT NOUN,4
3857,or,O SCONJ,41
3857,calibrate,O VERB,42
3857,the,O PRON,38
3857,compass,O NOUN,35
3858,Compass,B-COMPONENT NOUN,4
3858,Interference,O NOUN,35
3858,.,O PUNCT,40
3858,Temp,B-PARAMETER NOUN,14
3858,Max,O ADJ,30
3858,Altitude,B-PARAMETER NOUN,14
3858,:,O PUNCT,40
3858,nnn,O X,43
3859,Compass,B-COMPONENT NOUN,4
3859,Redundancy,B-ISSUE NOUN,10
3859,Switch,I-ACTION VERB,23
3860,Critically,O ADV,32
3860,Low,O ADJ,30
3860,Battery,B-COMPONENT NOUN,4
3860,.,O PUNCT,40
3860,Aircraft,O NOUN,35
3860,Landing,B-ACTION NOUN,0
3861,Critically,O ADV,32
3861,low,O ADJ,30
3861,power,O NOUN,35
3861,.,O PUNCT,40
3861,Aircraft,O NOUN,35
3861,is,O AUX,33
3861,landing,O NOUN,35
3862,Critically,O ADV,32
3862,Low,O ADJ,30
3862,Power,B-PARAMETER NOUN,14
3862,.,O PUNCT,40
3862,Aircraft,O NOUN,35
3862,Landing,B-ACTION NOUN,0
3862,.,O PUNCT,40
3862,Throttle,B-PARAMETER NOUN,14
3862,up,O ADV,32
3862,to,O ADP,31
3862,reduce,O VERB,42
3862,the,O PRON,38
3862,speed,B-PARAMETER NOUN,14
3862,of,O ADP,31
3862,descent,I-STATE NOUN,27
3862,and,O SCONJ,41
3862,use,O VERB,42
3862,sticks,I-COMPONENT NOUN,24
3862,to,O ADP,31
3862,avoid,I-ACTION VERB,23
3862,obstacles,B-COMPONENT NOUN,4
3863,Critically,O ADV,32
3863,Low,O ADJ,30
3863,Voltage,B-PARAMETER NOUN,14
3863,Warning,B-ISSUE NOUN,10
3863,Aircraft,O NOUN,35
3863,will,O AUX,33
3863,be,O AUX,33
3863,forced,O ADJ,30
3863,to,O ADP,31
3863,land,O VERB,42
3864,"""",O PUNCT,40
3864,Critically,O ADV,32
3864,Low,O ADJ,30
3864,Voltage,B-PARAMETER NOUN,14
3864,Warning,B-ISSUE NOUN,10
3864,Land,B-ACTION VERB,2
3864,as,O SCONJ,41
3864,soon,O ADV,32
3864,as,O SCONJ,41
3864,possible,O ADJ,30
3864,",",O PUNCT,40
3864,otherwise,O ADV,32
3864,the,O PRON,38
3864,battery,O NOUN,35
3864,will,O AUX,33
3864,be,O AUX,33
3864,damaged,I-STATE VERB,28
3864,"""",O PUNCT,40
3865,CrystalSky,B-ISSUE PROPN,11
3865,is,O AUX,33
3865,too,O ADV,32
3865,hot,B-STATE ADJ,16
3865,.,O PUNCT,40
3865,Cool,B-STATE ADJ,16
3865,down,O ADV,32
3865,the,O PRON,38
3865,monitor,B-COMPONENT NOUN,4
3865,to,O ADP,31
3865,prevent,I-ACTION VERB,23
3865,overheating,O ADJ,30
3866,Current,B-PARAMETER NOUN,14
3866,RTH,B-STATE PROPN,19
3866,route,B-PARAMETER NOUN,14
3866,will,O AUX,33
3866,pass,I-ACTION VERB,23
3866,a,O PART,37
3866,no,O PART,37
3866,-,O PUNCT,40
3866,fly,O VERB,42
3866,zone,O NOUN,35
3866,.,O PUNCT,40
3866,Pay,I-ACTION VERB,23
3866,attention,B-PARAMETER NOUN,14
3866,to,O ADP,31
3866,the,O PRON,38
3866,aircraft,O NOUN,35
3866,'s,O PUNCT,40
3866,position,B-PARAMETER NOUN,14
3866,to,O ADP,31
3866,avoid,I-ACTION VERB,23
3866,RTH,B-STATE PROPN,19
3866,failure,B-ISSUE NOUN,10
3867,Data,B-PARAMETER PROPN,15
3867,Recorder,B-COMPONENT NOUN,4
3867,File,O NOUN,35
3867,Index,O NOUN,35
3867,is,O AUX,33
3867,nnn,O X,43
3868,Descending,I-ACTION VERB,23
3868,.,O PUNCT,40
3868,Exited,I-ACTION VERB,23
3868,Visual,B-COMPONENT NOUN,4
3868,Avoidance,B-ISSUE NOUN,10
3868,System,B-COMPONENT NOUN,4
3869,"""",O PUNCT,40
3869,Detected,O VERB,42
3869,side,O NOUN,35
3869,/,O PUNCT,40
3869,backward,O ADV,32
3869,/,O PUNCT,40
3869,forward,O ADV,32
3869,shock,O NOUN,35
3869,/,O PUNCT,40
3869,possible,O ADJ,30
3869,collision,O NOUN,35
3869,",",O PUNCT,40
3869,aircraft,O NOUN,35
3869,is,O AUX,33
3869,pitching,O VERB,42
3869,/,O PUNCT,40
3869,rolling,O VERB,42
3869,sharply,O ADV,32
3869,forward,O ADV,32
3869,/,O PUNCT,40
3869,backwards,O ADV,32
3869,/,O PUNCT,40
3869,left,O NOUN,35
3869,/,O PUNCT,40
3869,right,O NOUN,35
3869,"""",O PUNCT,40
3870,Distance,B-PARAMETER NOUN,14
3870,limit,O NOUN,35
3870,enabled,I-STATE VERB,28
3870,.,O PUNCT,40
3870,Fly,B-ACTION VERB,2
3870,safely,B-STATE ADV,17
3871,Downlink,B-COMPONENT NOUN,4
3871,data,O NOUN,35
3871,connection,O NOUN,35
3871,lost,O VERB,42
3871,for,O ADP,31
3871,nnn,O X,43
3871,seconds,O NUM,36
3872,Downward,O ADJ,30
3872,sensor,O NOUN,35
3872,error,O NOUN,35
3872,.,O PUNCT,40
3872,Aircraft,O NOUN,35
3872,unstable,B-STATE ADJ,16
3872,at,O ADP,31
3872,low,O ADJ,30
3872,altitude,O NOUN,35
3872,.,O PUNCT,40
3872,Please,O INTJ,34
3872,fly,O VERB,42
3872,with,O ADP,31
3872,caution,O NOUN,35
3873,Drag,I-ACTION VERB,23
3873,a,O PART,37
3873,box,I-COMPONENT NOUN,24
3873,around,O ADP,31
3873,or,O SCONJ,41
3873,tap,I-ACTION VERB,23
3873,a,O PART,37
3873,target,B-PARAMETER NOUN,14
3873,on,O PART,37
3873,screen,I-COMPONENT NOUN,24
3873,.,O PUNCT,40
3873,Then,O ADV,32
3873,tap,I-ACTION VERB,23
3873,Go,I-ACTION VERB,23
3874,Drone,B-COMPONENT NOUN,4
3874,is,O AUX,33
3874,Vibrating,I-ACTION VERB,23
3875,Executing,B-ACTION VERB,2
3875,waypoint,B-COMPONENT NOUN,4
3875,mission,B-FUNCTION NOUN,7
3876,"""",O PUNCT,40
3876,Exit,B-ACTION NOUN,0
3876,Backward,O ADV,32
3876,Forward,O ADV,32
3876,Downward,O ADJ,30
3876,Upward,B-STATE ADV,17
3876,Sensing,B-COMPONENT VERB,5
3876,system,O NOUN,35
3876,",",O PUNCT,40
3876,Ambient,B-STATE ADJ,16
3876,Light,B-PARAMETER NOUN,14
3876,is,O AUX,33
3876,too,O ADV,32
3876,weak,O ADJ,30
3876,"""",O PUNCT,40
3877,Exiting,B-ACTION VERB,2
3877,GPS,O NOUN,35
3877,mode,O NOUN,35
3877,:,O PUNCT,40
3877,Unknown,B-STATE ADJ,16
3877,Error,B-ISSUE NOUN,10
3878,Extended,I-STATE VERB,28
3878,flight,O NOUN,35
3878,distance,O NOUN,35
3878,detected,O VERB,42
3878,.,O PUNCT,40
3878,Always,O ADV,32
3878,maintain,I-ACTION ADP,21
3878,visual,B-COMPONENT NOUN,4
3878,line,O NOUN,35
3878,of,O ADP,31
3878,sight,O NOUN,35
3878,unless,O SCONJ,41
3878,otherwise,O ADV,32
3878,authorized,I-STATE NOUN,27
3879,Failed,B-ISSUE VERB,12
3879,to,O ADP,31
3879,cancel,I-ACTION VERB,23
3879,landing,O NOUN,35
3880,Flight,B-ACTION NOUN,0
3880,altitude,O NOUN,35
3880,exceeds,O VERB,42
3880,nnn,O X,43
3880,.,O PUNCT,40
3880,May,O AUX,33
3880,violate,I-ACTION VERB,23
3880,local,O ADJ,30
3880,policies,I-STATE NOUN,27
3880,and,O SCONJ,41
3880,regulations,B-ISSUE NOUN,10
3880,.,O PUNCT,40
3880,Ensure,B-ACTION VERB,2
3880,you,O PRON,38
3880,have,O VERB,42
3880,obtained,O VERB,42
3880,proper,O ADJ,30
3880,airspace,B-COMPONENT NOUN,4
3880,authorization,O NOUN,35
3881,Flight,B-ACTION NOUN,0
3881,distance,O NOUN,35
3881,may,O AUX,33
3881,exceed,B-ACTION VERB,2
3881,line,O NOUN,35
3881,-,O PUNCT,40
3881,of,O ADP,31
3881,-,O PUNCT,40
3881,sight,O NOUN,35
3881,.,O PUNCT,40
3881,Fly,B-ACTION VERB,2
3881,with,O ADP,31
3881,caution,O NOUN,35
3882,Flight,B-ACTION NOUN,0
3882,Mode,B-PARAMETER NOUN,14
3882,Set,B-ACTION VERB,2
3882,to,O ADP,31
3882,Attitude,B-PARAMETER NOUN,14
3882,/,O PUNCT,40
3882,Atti,B-STATE NOUN,18
3882,Set,B-ACTION VERB,2
3882,the,O PRON,38
3882,Flight,B-ACTION NOUN,0
3882,Mode,B-PARAMETER NOUN,14
3882,to,O ADP,31
3882,P,O PRON,38
3882,-,O PUNCT,40
3882,mode,O NOUN,35
3882,/,O PUNCT,40
3882,GPS,O NOUN,35
3882,to,O ADP,31
3882,ensure,O VERB,42
3882,flight,O NOUN,35
3882,safety,O NOUN,35
3882,/,O PUNCT,40
3882,fly,O VERB,42
3882,safe,O ADJ,30
3883,Forward,O ADV,32
3883,Obstacle,B-ISSUE NOUN,10
3883,Sensing,B-COMPONENT VERB,5
3883,is,O AUX,33
3883,not,O ADV,32
3883,functioning,I-FUNCTION VERB,25
3884,Forward,O ADV,32
3884,Obstacle,B-ISSUE NOUN,10
3884,Sensing,B-COMPONENT VERB,5
3884,is,O AUX,33
3884,not,O ADV,32
3884,functioning,I-FUNCTION VERB,25
3884,.,O PUNCT,40
3884,Ambient,B-STATE ADJ,16
3884,Light,B-PARAMETER NOUN,14
3884,is,O AUX,33
3884,too,O ADV,32
3884,weak,O ADJ,30
3885,GEO,B-STATE PROPN,19
3885,Zone,B-COMPONENT NOUN,4
3885,Info,B-STATE NOUN,18
3885,:,O PUNCT,40
3885,The,O PRON,38
3885,target,B-PARAMETER NOUN,14
3885,area,B-STATE NOUN,18
3885,is,O AUX,33
3885,in,O ADP,31
3885,an,O PRON,38
3885,Altitude,B-PARAMETER NOUN,14
3885,Zone,B-COMPONENT NOUN,4
3885,.,O PUNCT,40
3885,Flight,B-ACTION NOUN,0
3885,altitude,O NOUN,35
3885,restricted,O ADJ,30
3885,to,O ADP,31
3885,nnn,O X,43
3886,GEO,B-STATE PROPN,19
3886,:,O PUNCT,40
3886,You,O PRON,38
3886,are,O AUX,33
3886,in,O ADP,31
3886,a,O PART,37
3886,Warning,B-ISSUE NOUN,10
3886,Zone,B-COMPONENT NOUN,4
3886,(,O PUNCT,40
3886,Airport,O NOUN,35
3886,Class,B-PARAMETER NOUN,14
3886,Airspace,B-COMPONENT NOUN,4
3886,Unpaved,B-STATE ADJ,16
3886,Airports,O NOUN,35
3886,Power,B-PARAMETER NOUN,14
3886,Plant,B-COMPONENT NOUN,4
3886,),O PUNCT,40
3886,.,O PUNCT,40
3886,Fly,B-ACTION VERB,2
3886,with,O ADP,31
3886,caution,O NOUN,35
3887,High,O ADJ,30
3887,wind,O NOUN,35
3887,velocity,O NOUN,35
3887,.,O PUNCT,40
3887,Fly,B-ACTION VERB,2
3887,with,O ADP,31
3887,caution,O NOUN,35
3887,and,O SCONJ,41
3887,land,O VERB,42
3887,in,O ADP,31
3887,a,O PART,37
3887,safe,O ADJ,30
3887,place,I-STATE NOUN,27
3887,ASAP,O PROPN,39
3888,High,O ADJ,30
3888,Wind,B-COMPONENT NOUN,4
3888,Velocity,B-PARAMETER NOUN,14
3888,:,O PUNCT,40
3888,Fly,B-ACTION VERB,2
3888,with,O ADP,31
3888,caution,O NOUN,35
3888,and,O SCONJ,41
3888,ensure,O VERB,42
3888,the,O PRON,38
3888,aircraft,O NOUN,35
3888,remains,O NOUN,35
3888,within,O ADP,31
3888,your,O PRON,38
3888,line,O NOUN,35
3888,of,O ADP,31
3888,sight,O NOUN,35
3889,Home,B-COMPONENT NOUN,4
3889,Point,B-STATE NOUN,18
3889,Recorded,B-FUNCTION VERB,8
3890,Home,B-COMPONENT NOUN,4
3890,Point,B-STATE NOUN,18
3890,updated,I-ACTION VERB,23
3890,.,O PUNCT,40
3890,RTH,B-STATE PROPN,19
3890,altitude,O NOUN,35
3890,adjusted,I-ACTION VERB,23
3890,to,O ADP,31
3890,nnn,O X,43
3890,(,O PUNCT,40
3890,Code,O NOUN,35
3890,:,O PUNCT,40
3890,3000001,O NUM,36
3890,),O PUNCT,40
3891,Intelligent,O ADJ,30
3891,Flight,B-ACTION NOUN,0
3891,Modes,B-STATE NOUN,18
3891,have,O VERB,42
3891,not,O ADV,32
3891,been,O AUX,33
3891,enabled,I-STATE VERB,28
3891,.,O PUNCT,40
3891,Enable,I-ACTION VERB,23
3891,this,O PRON,38
3891,option,I-STATE NOUN,27
3891,in,O ADP,31
3891,Main,O ADJ,30
3891,Controller,B-COMPONENT NOUN,4
3891,Settings,B-COMPONENT NOUN,4
3891,if,O SCONJ,41
3891,needed,I-ACTION VERB,23
3892,Landing,B-ACTION NOUN,0
3892,Canceled,I-ACTION VERB,23
3893,Landing,B-ACTION NOUN,0
3893,Gear,B-COMPONENT NOUN,4
3893,Lowering,I-STATE VERB,28
3894,Landing,B-ACTION NOUN,0
3894,Gear,B-COMPONENT NOUN,4
3894,Raised,B-ACTION VERB,2
3895,Landing,B-ACTION NOUN,0
3895,Gear,B-COMPONENT NOUN,4
3895,Raising,B-ACTION VERB,2
3896,Landing,B-ACTION NOUN,0
3896,Protection,B-PARAMETER NOUN,14
3896,Activated,O VERB,42
3896,.,O PUNCT,40
3896,Aircraft,O NOUN,35
3896,will,O AUX,33
3896,decelerate,I-ACTION VERB,23
3896,during,O ADP,31
3896,landing,O NOUN,35
3897,"""",O PUNCT,40
3897,Low,O ADJ,30
3897,power,O NOUN,35
3897,",",O PUNCT,40
3897,please,O INTJ,34
3897,replace,I-ACTION VERB,23
3897,the,O PRON,38
3897,battery,O NOUN,35
3897,"""",O PUNCT,40
3898,Max,O ADJ,30
3898,Altitude,B-PARAMETER NOUN,14
3898,Approached,I-ACTION VERB,23
3898,.,O PUNCT,40
3898,Wait,B-ACTION VERB,2
3898,for,O ADP,31
3898,the,O PRON,38
3898,GPS,O NOUN,35
3898,satellite,I-COMPONENT NOUN,24
3898,signal,O NOUN,35
3898,recovery,I-STATE NOUN,27
3898,before,O ADP,31
3898,ascend,I-ACTION NOUN,22
3899,Maximum,O ADJ,30
3899,Flight,B-ACTION NOUN,0
3899,Altitude,B-PARAMETER NOUN,14
3899,Reached,B-ISSUE VERB,12
3899,.,O PUNCT,40
3899,Adjust,I-ACTION VERB,23
3899,altitude,O NOUN,35
3899,in,O ADP,31
3899,MC,B-PARAMETER PROPN,15
3899,Settings,B-COMPONENT NOUN,4
3899,if,O SCONJ,41
3899,required,I-ACTION VERB,23
3900,Min,O NUM,36
3900,Waypoint,B-COMPONENT NOUN,4
3900,Distance,B-PARAMETER NOUN,14
3900,:,O PUNCT,40
3900,nnn,O X,43
3900,(,O PUNCT,40
3900,nnn,O X,43
3900,),O PUNCT,40
3901,Mobile,B-COMPONENT ADJ,3
3901,device,B-COMPONENT NOUN,4
3901,CPU,B-PARAMETER PROPN,15
3901,fully,O ADV,32
3901,loaded,I-ACTION VERB,23
3901,.,O PUNCT,40
3901,Related,B-FUNCTION ADJ,6
3901,performance,O NOUN,35
3901,will,O AUX,33
3901,be,O AUX,33
3901,affected,O ADJ,30
3902,Motor,B-COMPONENT NOUN,4
3902,is,O AUX,33
3902,Blocked,B-ISSUE VERB,12
3903,Motor,B-COMPONENT NOUN,4
3903,is,O AUX,33
3903,idling,B-STATE VERB,20
3903,(,O PUNCT,40
3903,lost,O VERB,42
3903,or,O SCONJ,41
3903,missing,B-STATE VERB,20
3903,propeller,B-COMPONENT NOUN,4
3903,),O PUNCT,40
3904,Motors,B-COMPONENT NOUN,4
3904,Started,B-ACTION VERB,2
3905,No,O PART,37
3905,SD,B-PARAMETER PROPN,15
3905,card,O NOUN,35
3905,.,O PUNCT,40
3905,Insert,I-ACTION VERB,23
3905,card,O NOUN,35
3905,(,O PUNCT,40
3905,Code,O NOUN,35
3905,:,O PUNCT,40
3905,10022,O NUM,36
3905,),O PUNCT,40
3906,Not,O ADV,32
3906,Enough,B-ISSUE ADJ,9
3906,Force,B-PARAMETER NOUN,14
3906,/,O PUNCT,40
3906,ESC,B-STATE PROPN,19
3906,Error,B-ISSUE NOUN,10
3907,Obstacle,B-ISSUE NOUN,10
3907,Avoidance,B-ISSUE NOUN,10
3907,disabled,O ADJ,30
3907,.,O PUNCT,40
3907,Fly,B-ACTION VERB,2
3907,with,O ADP,31
3907,caution,O NOUN,35
3908,Obstacle,B-ISSUE NOUN,10
3908,Avoidance,B-ISSUE NOUN,10
3908,will,O AUX,33
3908,be,O AUX,33
3908,disabled,O ADJ,30
3908,in,O ADP,31
3908,landing,O NOUN,35
3909,Obstacle,B-ISSUE NOUN,10
3909,Avoided,I-ACTION VERB,23
3909,.,O PUNCT,40
3909,Revise,I-ACTION ADP,21
3909,Flight,B-ACTION NOUN,0
3909,Route,B-PARAMETER NOUN,14
3910,Pano,B-ISSUE NOUN,10
3910,successful,B-STATE ADJ,16
3911,Panorama,B-STATE NOUN,18
3911,Captured,I-ACTION VERB,23
3911,Successfully,B-STATE ADV,17
3912,Precision,B-FUNCTION NOUN,7
3912,Landing,B-ACTION NOUN,0
3912,Correcting,I-ACTION VERB,23
3912,Landing,B-ACTION NOUN,0
3912,Position,B-PARAMETER NOUN,14
3913,Precision,B-FUNCTION NOUN,7
3913,Landing,B-ACTION NOUN,0
3913,Locating,I-ACTION VERB,23
3913,Landing,B-ACTION NOUN,0
3913,Point,B-STATE NOUN,18
3914,Propeller,B-COMPONENT NOUN,4
3914,Fell,B-ACTION VERB,2
3914,Off,O PART,37
3915,Propulsion,B-COMPONENT NOUN,4
3915,output,B-FUNCTION NOUN,7
3915,has,O AUX,33
3915,been,O AUX,33
3915,limited,I-STATE VERB,28
3915,to,O ADP,31
3915,ensure,O VERB,42
3915,battery,O NOUN,35
3915,health,B-STATE NOUN,18
3916,Reaching,B-ACTION VERB,2
3916,maximum,O ADJ,30
3916,altitude,O NOUN,35
3916,...,O PUNCT,40
3917,Remote,B-COMPONENT ADJ,3
3917,controller,O NOUN,35
3917,disconnected,I-STATE VERB,28
3917,from,O ADP,31
3917,aircraft,O NOUN,35
3917,(,O PUNCT,40
3917,Code,O NOUN,35
3917,:,O PUNCT,40
3917,30029,O NUM,36
3917,),O PUNCT,40
3918,Remote,B-COMPONENT ADJ,3
3918,Controller,B-COMPONENT NOUN,4
3918,Right,O NOUN,35
3918,Dial,I-ACTION VERB,23
3918,Locked,I-STATE VERB,28
3918,.,O PUNCT,40
3918,Lightly,O ADV,32
3918,press,O,29
3918,it,O PRON,38
3918,to,O ADP,31
3918,adjust,I-ACTION VERB,23
3919,Remote,B-COMPONENT ADJ,3
3919,controller,O NOUN,35
3919,signal,O NOUN,35
3919,weak,O ADJ,30
3919,.,O PUNCT,40
3919,Adjust,I-ACTION VERB,23
3919,remote,O ADJ,30
3919,controller,O NOUN,35
3919,antennas,O NOUN,35
3919,(,O PUNCT,40
3919,Code,O NOUN,35
3919,:,O PUNCT,40
3919,80002,O NUM,36
3919,),O PUNCT,40
3920,Return,B-ACTION VERB,2
3920,-,O PUNCT,40
3920,to,O ADP,31
3920,-,O PUNCT,40
3920,Home,B-COMPONENT NOUN,4
3920,Altitude,B-PARAMETER NOUN,14
3920,:,O PUNCT,40
3920,nnn,O X,43
3921,Returning,B-ACTION VERB,2
3921,Home,B-COMPONENT NOUN,4
3922,Right,O NOUN,35
3922,dial,I-ACTION VERB,23
3922,locked,I-STATE VERB,28
3922,.,O PUNCT,40
3922,Please,O INTJ,34
3922,press,O,29
3922,to,O ADP,31
3922,adjust,I-ACTION VERB,23
3923,RTH,B-STATE PROPN,19
3923,Altitude,B-PARAMETER NOUN,14
3923,:,O PUNCT,40
3923,nnn,O X,43
3924,Setting,B-FUNCTION NOUN,7
3924,new,O ADJ,30
3924,Maximum,O ADJ,30
3924,Flight,B-ACTION NOUN,0
3924,Altitude,B-PARAMETER NOUN,14
3924,to,O ADP,31
3924,nnn,O X,43
3924,(,O PUNCT,40
3924,nnn,O X,43
3924,),O PUNCT,40
3925,Setting,B-FUNCTION NOUN,7
3925,new,O ADJ,30
3925,Return,B-ACTION VERB,2
3925,-,O PUNCT,40
3925,To,O ADP,31
3925,-,O PUNCT,40
3925,Home,B-COMPONENT NOUN,4
3925,altitude,O NOUN,35
3925,to,O ADP,31
3925,nnn,O X,43
3925,(,O PUNCT,40
3925,nnn,O X,43
3925,),O PUNCT,40
3926,Signal,B-COMPONENT NOUN,4
3926,Lost,B-ISSUE VERB,12
3926,.,O PUNCT,40
3926,Aircraft,O NOUN,35
3926,returning,O VERB,42
3926,to,O ADP,31
3926,Home,B-COMPONENT NOUN,4
3926,Point,B-STATE NOUN,18
3927,Strong,B-STATE ADJ,16
3927,wireless,B-COMPONENT NOUN,4
3927,interference,O NOUN,35
3927,.,O PUNCT,40
3927,Please,O INTJ,34
3927,fly,O VERB,42
3927,with,O ADP,31
3927,caution,O NOUN,35
3928,"""",O PUNCT,40
3928,Subject,B-PARAMETER NOUN,14
3928,lost,O VERB,42
3928,",",O PUNCT,40
3928,searching,B-STATE VERB,20
3928,"""",O PUNCT,40
3929,Switched,I-STATE VERB,28
3929,to,O ADP,31
3929,A,O PART,37
3929,(,O PUNCT,40
3929,Attitude)-mode,B-STATE ADJ,16
3930,Switched,I-STATE VERB,28
3930,to,O ADP,31
3930,P,O PRON,38
3930,(,O PUNCT,40
3930,Positioning)-mode,B-PARAMETER NOUN,14
3931,Switched,I-STATE VERB,28
3931,to,O ADP,31
3931,S,O NOUN,35
3931,(,O PUNCT,40
3931,Sport)-mode,B-PARAMETER NOUN,14
3932,Taking,B-ACTION VERB,2
3932,off,O PART,37
3933,The,O PRON,38
3933,remaining,I-STATE VERB,28
3933,battery,O NOUN,35
3933,is,O AUX,33
3933,only,O ADV,32
3933,enough,B-ISSUE ADJ,9
3933,for,O ADP,31
3933,RTH,B-STATE PROPN,19
3933,.,O PUNCT,40
3933,Return,B-ACTION VERB,2
3933,home,O NOUN,35
3933,now,O ADV,32
3934,"""",O PUNCT,40
3934,Tip,B-COMPONENT NOUN,4
3934,:,O PUNCT,40
3934,Aircraft,O NOUN,35
3934,reached,O VERB,42
3934,maximum,O ADJ,30
3934,distance,O NOUN,35
3934,",",O PUNCT,40
3934,please,O INTJ,34
3934,pay,I-ACTION VERB,23
3934,attention,B-PARAMETER NOUN,14
3934,to,O ADP,31
3934,flight,O NOUN,35
3934,safety,O NOUN,35
3934,"""",O PUNCT,40
3935,"""",O PUNCT,40
3935,To,O ADP,31
3935,take,O VERB,42
3935,off,O PART,37
3935,in,O ADP,31
3935,non,O PART,37
3935,-,O PUNCT,40
3935,P,O PRON,38
3935,mode,O NOUN,35
3935,",",O PUNCT,40
3935,toggle,I-ACTION VERB,23
3935,Flight,B-ACTION NOUN,0
3935,Mode,B-PARAMETER NOUN,14
3935,Switch,I-ACTION VERB,23
3935,to,O ADP,31
3935,another,O PRON,38
3935,mode,O NOUN,35
3935,and,O SCONJ,41
3935,then,O ADV,32
3935,toggle,I-ACTION VERB,23
3935,it,O PRON,38
3935,back,O ADV,32
3935,"""",O PUNCT,40
3936,Unknown,B-STATE ADJ,16
3936,error,O NOUN,35
3936,(,O PUNCT,40
3936,code,O NOUN,35
3936,:,O PUNCT,40
3936,110,O NUM,36
3936,),O PUNCT,40
3936,.,O PUNCT,40
3936,Can,O AUX,33
3936,not,O ADV,32
3936,takeoff,O NOUN,35
3936,.,O PUNCT,40
3936,Contact,B-ACTION NOUN,0
3936,DJI,B-PARAMETER PROPN,15
3936,support,B-FUNCTION NOUN,7
3937,Video,B-COMPONENT NOUN,4
3937,cache,B-COMPONENT NOUN,4
3937,has,O AUX,33
3937,stopped,I-ACTION VERB,23
3937,because,O SCONJ,41
3937,there,O PRON,38
3937,is,O AUX,33
3937,not,O ADV,32
3937,enough,B-ISSUE ADJ,9
3937,storage,B-PARAMETER NOUN,14
3937,space,B-COMPONENT NOUN,4
3937,.,O PUNCT,40
3937,You,O PRON,38
3937,can,O AUX,33
3937,enable,I-ACTION VERB,23
3937,Auto,B-ACTION PROPN,1
3937,Cache,B-COMPONENT NOUN,4
3937,Clear,I-ACTION VERB,23
3937,or,O SCONJ,41
3937,manually,O ADV,32
3937,delete,I-ACTION VERB,23
3937,cache,B-COMPONENT NOUN,4
3937,to,O ADP,31
3937,get,I-ACTION VERB,23
3937,enough,B-ISSUE ADJ,9
3937,space,B-COMPONENT NOUN,4
3938,Warning,B-ISSUE NOUN,10
3938,:,O PUNCT,40
3938,Critically,O ADV,32
3938,low,O ADJ,30
3938,battery,O NOUN,35
3938,.,O PUNCT,40
3938,Please,O INTJ,34
3938,change,O VERB,42
3938,the,O PRON,38
3938,battery,O NOUN,35
3939,Warning,B-ISSUE NOUN,10
3939,:,O PUNCT,40
3939,Aircraft,O NOUN,35
3939,is,O AUX,33
3939,less,O ADV,32
3939,than,O ADP,31
3939,nnn,O X,43
3939,(,O PUNCT,40
3939,minimum,B-STATE ADJ,16
3939,),O PUNCT,40
3939,away,O ADV,32
3939,from,O ADP,31
3939,the,O PRON,38
3939,object,B-COMPONENT NOUN,4
3939,below,O ADP,31
3940,Warning,B-ISSUE NOUN,10
3940,:,O PUNCT,40
3940,Battery,B-COMPONENT NOUN,4
3940,Temperature,B-PARAMETER NOUN,14
3940,Below,O ADP,31
3940,15,O NUM,36
3940,°,B-PARAMETER NOUN,14
3940,C,B-PARAMETER PROPN,15
3940,(,O PUNCT,40
3940,59F,O NUM,36
3940,),O PUNCT,40
3940,.,O PUNCT,40
