sentence_ID,words,labels
3382,DJI,B-PARAMETER PROPN
3382,Support,B-FUNCTION NOUN
3382,for,O ADP
3382,assistance,O NOUN
3382,(,O PUNCT
3382,Code,O NOUN
3382,:,O PUNCT
3382,180016,O NUM
3382,),O PUNCT
3383,Excessive,O ADJ
3383,gimbal,O NOUN
3383,vibration,O NOUN
3383,.,O PUNCT
3383,Check,B-ACTION VERB
3383,whether,O SCONJ
3383,gimbal,O NOUN
3383,can,O AUX
3383,rotate,O VERB
3383,freely,O ADV
3383,(,O PUNCT
3383,Code,O NOUN
3383,:,O PUNCT
3383,40004,O NUM
3383,),O PUNCT
3384,Exiting,B-ACTION VERB
3384,GPS,O NOUN
3384,mode,O NOUN
3384,:,O PUNCT
3384,Unknown,B-STATE ADJ
3384,Error,B-ISSUE NOUN
3385,Extra,B-PARAMETER ADJ
3385,payload,B-COMPONENT NOUN
3385,detected,O VERB
3385,.,O PUNCT
3385,Max,O ADJ
3385,altitude,O NOUN
3385,set,O VERB
3385,to,O ADP
3385,nnn,O X
3385,and,O SCONJ
3385,max,O ADJ
3385,distance,O NOUN
3385,set,O VERB
3385,to,O ADP
3385,nnn,O X
3385,to,O ADP
3385,ensure,O VERB
3385,flight,O NOUN
3385,safety,O NOUN
3385,(,O PUNCT
3385,Code,O NOUN
3385,:,O PUNCT
3385,30232,O NUM
3385,),O PUNCT
3386,Extra,B-PARAMETER ADJ
3386,payload,B-COMPONENT NOUN
3386,detected,O VERB
3386,.,O PUNCT
3386,Return,B-ACTION VERB
3386,aircraft,O NOUN
3386,to,O ADP
3386,an,O PRON
3386,area,B-STATE NOUN
3386,nearby,O ADV
3386,the,O PRON
3386,home,O NOUN
3386,point,B-STATE NOUN
3386,promptly,O ADV
3386,and,O SCONJ
3386,fly,O VERB
3386,in,O ADP
3386,a,O PART
3386,wind,O NOUN
3386,-,O PUNCT
3386,free,B-STATE ADJ
3386,environment,B-STATE NOUN
3386,to,O ADP
3386,ensure,O VERB
3386,flight,O NOUN
3386,safety,O NOUN
3386,(,O PUNCT
3386,Code,O NOUN
3386,:,O PUNCT
3386,30231,O NUM
3386,),O PUNCT
3387,Extra,B-PARAMETER ADJ
3387,payload,B-COMPONENT NOUN
3387,detected,O VERB
3387,.,O PUNCT
3387,Return,B-ACTION VERB
3387,aircraft,O NOUN
3387,to,O ADP
3387,an,O PRON
3387,area,B-STATE NOUN
3387,nearby,O ADV
3387,the,O PRON
3387,home,O NOUN
3387,point,B-STATE NOUN
3387,promptly,O ADV
3387,and,O SCONJ
3387,fly,O VERB
3387,in,O ADP
3387,a,O PART
3387,wind,O NOUN
3387,-,O PUNCT
3387,free,B-STATE ADJ
3387,environment,B-STATE NOUN
3387,to,O ADP
3387,ensure,O VERB
3387,flight,O NOUN
3387,safety,O NOUN
3387,(,O PUNCT
3387,Code,O NOUN
3387,:,O PUNCT
3387,30232,O NUM
3387,),O PUNCT
3388,Extra,B-PARAMETER ADJ
3388,payload,B-COMPONENT NOUN
3388,detected,O VERB
3388,.,O PUNCT
3388,Return,B-ACTION VERB
3388,the,O PRON
3388,aircraft,O NOUN
3388,to,O ADP
3388,an,O PRON
3388,area,B-STATE NOUN
3388,nearby,O ADV
3388,the,O PRON
3388,home,O NOUN
3388,point,B-STATE NOUN
3388,promptly,O ADV
3388,to,O ADP
3388,ensure,O VERB
3388,flight,O NOUN
3388,safety,O NOUN
3388,(,O PUNCT
3388,Code,O NOUN
3388,:,O PUNCT
3388,30231,O NUM
3388,),O PUNCT
3389,File,O NOUN
3389,system,O NOUN
3389,error,O NOUN
3389,.,O PUNCT
3389,Change,B-ACTION VERB
3389,SD,B-PARAMETER PROPN
3389,card,O NOUN
3389,(,O PUNCT
3389,Code,O NOUN
3389,:,O PUNCT
3389,10025,O NUM
3389,),O PUNCT
3390,Flight,B-ACTION NOUN
3390,altitude,O NOUN
3390,exceeds,O VERB
3390,nnn,O X
3390,.,O PUNCT
3390,Aircraft,O NOUN
3390,may,O AUX
3390,be,O AUX
3390,in,O ADP
3390,violation,O NOUN
3390,of,O ADP
3390,local,O ADJ
3390,laws,B-ISSUE NOUN
3390,and,O SCONJ
3390,regulations,B-ISSUE NOUN
3390,.,O PUNCT
3390,Check,B-ACTION VERB
3390,and,O SCONJ
3390,make,O VERB
3390,sure,O ADJ
3390,you,O PRON
3390,have,O VERB
3390,obtained,O VERB
3390,proper,O ADJ
3390,authorization,O NOUN
3390,to,O ADP
3390,fly,O VERB
3390,in,O ADP
3390,this,O PRON
3390,airspace,B-COMPONENT NOUN
3390,(,O PUNCT
3390,Code,O NOUN
3390,:,O PUNCT
3390,3000006,O NUM
3390,),O PUNCT
3391,Gimbal,B-COMPONENT NOUN
3391,calibrating,I-COMPONENT VERB
3391,(,O PUNCT
3391,Code,O NOUN
3391,:,O PUNCT
3391,30217,O NUM
3391,),O PUNCT
3392,Gimbal,B-COMPONENT NOUN
3392,calibration,O NOUN
3392,error,O NOUN
3392,.,O PUNCT
3392,Restart,B-ACTION VERB
3392,aircraft,O NOUN
3392,or,O SCONJ
3392,contact,O NOUN
3392,DJI,B-PARAMETER PROPN
3392,Support,B-FUNCTION NOUN
3392,if,O SCONJ
3392,the,O PRON
3392,issue,O NOUN
3392,persists,O VERB
3392,(,O PUNCT
3392,Code,O NOUN
3392,:,O PUNCT
3392,40011,O NUM
3392,),O PUNCT
3393,Gimbal,B-COMPONENT NOUN
3393,IMU,B-PARAMETER PROPN
3393,data,O NOUN
3393,error,O NOUN
3393,.,O PUNCT
3393,Contact,B-ACTION NOUN
3393,DJI,B-PARAMETER PROPN
3393,Support,B-FUNCTION NOUN
3393,for,O ADP
3393,assistance,O NOUN
3393,(,O PUNCT
3393,Code,O NOUN
3393,:,O PUNCT
3393,40021,O NUM
3393,),O PUNCT
3394,Gimbal,B-COMPONENT NOUN
3394,motor,O NOUN
3394,overloaded,I-STATE VERB
3394,.,O PUNCT
3394,Check,B-ACTION VERB
3394,whether,O SCONJ
3394,gimbal,O NOUN
3394,can,O AUX
3394,rotate,O VERB
3394,freely,O ADV
3394,(,O PUNCT
3394,Code,O NOUN
3394,:,O PUNCT
3394,40003,O NUM
3394,),O PUNCT
3395,Gimbal,B-COMPONENT NOUN
3395,stuck,I-STATE VERB
3395,.,O PUNCT
3395,Check,B-ACTION VERB
3395,whether,O SCONJ
3395,gimbal,O NOUN
3395,lock,I-STATE NOUN
3395,is,O AUX
3395,removed,I-ACTION VERB
3395,and,O SCONJ
3395,ensure,O VERB
3395,gimbal,O NOUN
3395,can,O AUX
3395,rotate,O VERB
3395,freely,O ADV
3395,(,O PUNCT
3395,Code,O NOUN
3395,:,O PUNCT
3395,40002,O NUM
3395,),O PUNCT
3396,GPS,O NOUN
3396,signal,O NOUN
3396,low,O ADJ
3396,.,O PUNCT
3396,Aircraft,O NOUN
3396,unable,O ADJ
3396,to,O ADP
3396,auto,O PROPN
3396,hover,O VERB
3396,and,O SCONJ
3396,takeoff,O NOUN
3396,restricted,O ADJ
3396,.,O PUNCT
3396,Move,B-ACTION VERB
3396,to,O ADP
3396,environment,B-STATE NOUN
3396,with,O ADP
3396,adequate,B-STATE ADJ
3396,light,B-PARAMETER NOUN
3396,.,O PUNCT
3396,Unlocking,B-ACTION VERB
3396,takeoff,O NOUN
3396,restrictions,I-PARAMETER NOUN
3396,not,O ADV
3396,recommended,I-STATE VERB
3396,(,O PUNCT
3396,Code,O NOUN
3396,:,O PUNCT
3396,30239,O NUM
3396,),O PUNCT
3397,GPS,O NOUN
3397,signal,O NOUN
3397,weak,O ADJ
3397,.,O PUNCT
3397,Fly,B-ACTION VERB
3397,with,O ADP
3397,caution,O NOUN
3397,.,O PUNCT
3397,Aircraft,O NOUN
3397,in,O ADP
3397,Altitude,B-PARAMETER NOUN
3397,Zone,B-COMPONENT NOUN
3397,.,O PUNCT
3397,Max,O ADJ
3397,altitude,O NOUN
3397,set,O VERB
3397,to,O ADP
3397,nnn,O X
3397,(,O PUNCT
3397,Code,O NOUN
3397,:,O PUNCT
3397,30014,O NUM
3397,),O PUNCT
3398,GPS,O NOUN
3398,signal,O NOUN
3398,weak,O ADJ
3398,.,O PUNCT
3398,Hovering,B-ISSUE PROPN
3398,unstable,B-STATE ADJ
3398,.,O PUNCT
3398,Fly,B-ACTION VERB
3398,with,O ADP
3398,caution,O NOUN
3398,(,O PUNCT
3398,Code,O NOUN
3398,:,O PUNCT
3398,30002,O NUM
3398,),O PUNCT
3399,GPS,O NOUN
3399,signal,O NOUN
3399,weak,O ADJ
3399,.,O PUNCT
3399,Positioning,I-ACTION VERB
3399,accuracy,B-PARAMETER NOUN
3399,affected,O ADJ
3399,.,O PUNCT
3399,Fly,B-ACTION VERB
3399,with,O ADP
3399,caution,O NOUN
3399,(,O PUNCT
3399,Code,O NOUN
3399,:,O PUNCT
3399,30049,O NUM
3399,),O PUNCT
3400,Gyroscope,B-PARAMETER PROPN
3400,initialization,O NOUN
3400,failed,O VERB
3400,.,O PUNCT
3400,Restart,B-ACTION VERB
3400,aircraft,O NOUN
3400,(,O PUNCT
3400,Code,O NOUN
3400,:,O PUNCT
3400,30045,O NUM
3400,),O PUNCT
3401,High,O ADJ
3401,altitude,O NOUN
3401,.,O PUNCT
3401,Aircraft,O NOUN
3401,braking,I-ACTION VERB
3401,distance,O NOUN
3401,increased,B-STATE VERB
3401,and,O SCONJ
3401,flight,O NOUN
3401,time,I-STATE NOUN
3401,decreased,O ADJ
3401,.,O PUNCT
3401,Fly,B-ACTION VERB
3401,with,O ADP
3401,caution,O NOUN
3401,(,O PUNCT
3401,Code,O NOUN
3401,:,O PUNCT
3401,30238,O NUM
3401,),O PUNCT
3402,Home,B-COMPONENT NOUN
3402,Point,B-STATE NOUN
3402,updated,I-ACTION VERB
3402,.,O PUNCT
3402,RTH,B-STATE PROPN
3402,altitude,O NOUN
3402,adjusted,I-ACTION VERB
3402,to,O ADP
3402,nnn,O X
3402,(,O PUNCT
3402,Code,O NOUN
3402,:,O PUNCT
3402,120852,O NUM
3402,),O PUNCT
3403,Home,B-COMPONENT NOUN
3403,Point,B-STATE NOUN
3403,updated,I-ACTION VERB
3403,.,O PUNCT
3403,RTH,B-STATE PROPN
3403,altitude,O NOUN
3403,adjusted,I-ACTION VERB
3403,to,O ADP
3403,nnn,O X
3403,(,O PUNCT
3403,Code,O NOUN
3403,:,O PUNCT
3403,3000001,O NUM
3403,),O PUNCT
3404,Homepoint,B-COMPONENT PROPN
3404,updated,I-ACTION VERB
3405,Homepoint,B-COMPONENT PROPN
3405,updated,I-ACTION VERB
3405,.,O PUNCT
3405,RTH,B-STATE PROPN
3405,altitude,O NOUN
3405,adjusted,I-ACTION VERB
3405,to,O ADP
3405,nnn,O X
3405,(,O PUNCT
3405,Code,O NOUN
3405,:,O PUNCT
3405,3000001,O NUM
3405,),O PUNCT
3406,IMU,B-PARAMETER PROPN
3406,attitude,O NOUN
3406,restricted,O ADJ
3406,.,O PUNCT
3406,Ensure,B-ACTION VERB
3406,aircraft,O NOUN
3406,is,O AUX
3406,level,O NOUN
3406,(,O PUNCT
3406,Code,O NOUN
3406,:,O PUNCT
3406,30082,O NUM
3406,),O PUNCT
3407,IMU,B-PARAMETER PROPN
3407,calibration,O NOUN
3407,required,I-ACTION VERB
3407,.,O PUNCT
3407,Calibrate,B-ACTION VERB
3407,IMU,B-PARAMETER PROPN
3407,(,O PUNCT
3407,Code,O NOUN
3407,:,O PUNCT
3407,30050,O NUM
3407,),O PUNCT
3408,Insufficient,B-PARAMETER ADJ
3408,SD,B-PARAMETER PROPN
3408,card,O NOUN
3408,space,B-COMPONENT NOUN
3408,.,O PUNCT
3408,Change,B-ACTION VERB
3408,card,O NOUN
3408,or,O SCONJ
3408,delete,I-ACTION VERB
3408,files,B-COMPONENT NOUN
3408,(,O PUNCT
3408,Code,O NOUN
3408,:,O PUNCT
3408,10035,O NUM
3408,),O PUNCT
3409,Lighting,B-COMPONENT NOUN
3409,environment,B-STATE NOUN
3409,too,O ADV
3409,dark,B-STATE ADJ
3409,.,O PUNCT
3409,Vision,B-COMPONENT NOUN
3409,System,B-COMPONENT NOUN
3409,unavailable,O ADJ
3409,.,O PUNCT
3409,Fly,B-ACTION VERB
3409,with,O ADP
3409,caution,O NOUN
3409,(,O PUNCT
3409,Code,O NOUN
3409,:,O PUNCT
3409,180037,O NUM
3409,),O PUNCT
3410,Lighting,B-COMPONENT NOUN
3410,environment,B-STATE NOUN
3410,too,O ADV
3410,dark,B-STATE ADJ
3410,.,O PUNCT
3410,Visual,B-COMPONENT NOUN
3410,positioning,I-ACTION VERB
3410,inaccurate,B-ISSUE ADJ
3410,.,O PUNCT
3410,Fly,B-ACTION VERB
3410,with,O ADP
3410,caution,O NOUN
3410,(,O PUNCT
3410,Code,O NOUN
3410,:,O PUNCT
3410,180032,O NUM
3410,),O PUNCT
3411,Low,O ADJ
3411,battery,O NOUN
3411,voltage,O NOUN
3411,.,O PUNCT
3411,Fly,B-ACTION VERB
3411,with,O ADP
3411,caution,O NOUN
3411,(,O PUNCT
3411,Code,O NOUN
3411,:,O PUNCT
3411,110011,O NUM
3411,),O PUNCT
3412,Low,O ADJ
3412,battery,O NOUN
3412,.,O PUNCT
3412,Return,B-ACTION VERB
3412,to,O ADP
3412,home,O NOUN
3412,promptly,O ADV
3412,(,O PUNCT
3412,Code,O NOUN
3412,:,O PUNCT
3412,120732,O NUM
3412,),O PUNCT
3413,Low,O ADJ
3413,battery,O NOUN
3413,.,O PUNCT
3413,Return,B-ACTION VERB
3413,to,O ADP
3413,home,O NOUN
3413,promptly,O ADV
3413,(,O PUNCT
3413,Code,O NOUN
3413,:,O PUNCT
3413,30183,O NUM
3413,),O PUNCT
3414,Max,O ADJ
3414,altitude,O NOUN
3414,reached,O VERB
3414,(,O PUNCT
3414,Altitude,B-PARAMETER NOUN
3414,limit,O NOUN
3414,:,O PUNCT
3414,nnn,O X
3414,),O PUNCT
3414,(,O PUNCT
3414,Code,O NOUN
3414,:,O PUNCT
3414,20000001,O NUM
3414,),O PUNCT
3415,Mobile,B-COMPONENT ADJ
3415,device,B-COMPONENT NOUN
3415,CPU,B-PARAMETER PROPN
3415,fully,O ADV
3415,loaded,I-ACTION VERB
3415,.,O PUNCT
3415,Related,B-FUNCTION ADJ
3415,performance,O NOUN
3415,will,O AUX
3415,be,O AUX
3415,affected,O ADJ
3416,Motor,B-COMPONENT NOUN
3416,error,O NOUN
3416,.,O PUNCT
3416,Check,B-ACTION VERB
3416,propellers,O NOUN
3416,and,O SCONJ
3416,fly,O VERB
3416,with,O ADP
3416,caution,O NOUN
3416,(,O PUNCT
3416,Code,O NOUN
3416,:,O PUNCT
3416,120652,O NUM
3416,),O PUNCT
3417,Motor,B-COMPONENT NOUN
3417,idle,B-STATE ADJ
3417,.,O PUNCT
3417,Check,B-ACTION VERB
3417,whether,O SCONJ
3417,propellers,O NOUN
3417,are,O AUX
3417,installed,I-ACTION ADP
3417,(,O PUNCT
3417,Code,O NOUN
3417,:,O PUNCT
3417,30166,O NUM
3417,),O PUNCT
3418,Motor,B-COMPONENT NOUN
3418,is,O AUX
3418,Blocked,B-ISSUE VERB
3419,Motor,B-COMPONENT NOUN
3419,is,O AUX
3419,Blocked,B-ISSUE VERB
3419,.,O PUNCT
3419,Motor,B-COMPONENT NOUN
3419,stuck,I-STATE VERB
3419,.,O PUNCT
3419,Check,B-ACTION VERB
3419,for,O ADP
3419,objects,O NOUN
3419,blocking,I-ACTION VERB
3419,motor,O NOUN
3419,or,O SCONJ
3419,contact,O NOUN
3419,DJI,B-PARAMETER PROPN
3419,Support,B-FUNCTION NOUN
3419,for,O ADP
3419,assistance,O NOUN
3419,(,O PUNCT
3419,Code,O NOUN
3419,:,O PUNCT
3419,30165,O NUM
3419,),O PUNCT
3420,Motor,B-COMPONENT NOUN
3420,stuck,I-STATE VERB
3420,.,O PUNCT
3420,Check,B-ACTION VERB
3420,for,O ADP
3420,objects,O NOUN
3420,blocking,I-ACTION VERB
3420,motor,O NOUN
3420,or,O SCONJ
3420,contact,O NOUN
3420,DJI,B-PARAMETER PROPN
3420,Support,B-FUNCTION NOUN
3420,for,O ADP
3420,assistance,O NOUN
3420,(,O PUNCT
3420,Code,O NOUN
3420,:,O PUNCT
3420,30165,O NUM
3420,),O PUNCT
3421,Motor,B-COMPONENT NOUN
3421,unable,O ADJ
3421,to,O ADP
3421,rotate,O VERB
3421,.,O PUNCT
3421,Check,B-ACTION VERB
3421,for,O ADP
3421,objects,O NOUN
3421,blocking,I-ACTION VERB
3421,motor,O NOUN
3421,or,O SCONJ
3421,contact,O NOUN
3421,DJI,B-PARAMETER PROPN
3421,Support,B-FUNCTION NOUN
3421,for,O ADP
3421,assistance,O NOUN
3421,(,O PUNCT
3421,Code,O NOUN
3421,:,O PUNCT
3421,30165,O NUM
3421,),O PUNCT
3422,Motor,B-COMPONENT NOUN
3422,unable,O ADJ
3422,to,O ADP
3422,rotate,O VERB
3422,.,O PUNCT
3422,Check,B-ACTION VERB
3422,motor,O NOUN
3422,(,O PUNCT
3422,Code,O NOUN
3422,:,O PUNCT
3422,30142,O NUM
3422,),O PUNCT
3423,No,O PART
3423,GPS,O NOUN
3423,signal,O NOUN
3423,.,O PUNCT
3423,Aircraft,O NOUN
3423,unable,O ADJ
3423,to,O ADP
3423,hover,O VERB
3423,.,O PUNCT
3423,Fly,B-ACTION VERB
3423,with,O ADP
3423,caution,O NOUN
3423,(,O PUNCT
3423,Code,O NOUN
3423,:,O PUNCT
3423,30008,O NUM
3423,),O PUNCT
3424,No,O PART
3424,GPS,O NOUN
3424,signal,O NOUN
3424,.,O PUNCT
3424,Unable,O ADJ
3424,to,O ADP
3424,hover,O VERB
3424,.,O PUNCT
3424,Fly,B-ACTION VERB
3424,with,O ADP
3424,caution,O NOUN
3424,(,O PUNCT
3424,Code,O NOUN
3424,:,O PUNCT
3424,30007,O NUM
3424,),O PUNCT
3425,No,O PART
3425,GPS,O NOUN
3425,.,O PUNCT
3425,Return,B-ACTION VERB
3425,to,O ADP
3425,Home,B-COMPONENT NOUN
3425,failed,O VERB
3425,.,O PUNCT
3425,Return,B-ACTION VERB
3425,the,O PRON
3425,aircraft,O NOUN
3425,to,O ADP
3425,home,O NOUN
3425,manually,O ADV
3425,(,O PUNCT
3425,Code,O NOUN
3425,:,O PUNCT
3425,60016,O NUM
3425,),O PUNCT
3426,No,O PART
3426,SD,B-PARAMETER PROPN
3426,card,O NOUN
3426,.,O PUNCT
3426,Insert,I-ACTION VERB
3426,card,O NOUN
3426,(,O PUNCT
3426,Code,O NOUN
3426,:,O PUNCT
3426,10022,O NUM
3426,),O PUNCT
3427,Not,O ADV
3427,Enough,B-ISSUE ADJ
3427,Force,B-PARAMETER NOUN
3427,/,O PUNCT
3427,ESC,B-STATE PROPN
3427,Error,B-ISSUE NOUN
3428,Payload,B-COMPONENT NOUN
3428,mode,O NOUN
3428,enabled,I-STATE VERB
3428,.,O PUNCT
3428,Max,O ADJ
3428,altitude,O NOUN
3428,set,O VERB
3428,to,O ADP
3428,nnn,O X
3428,and,O SCONJ
3428,max,O ADJ
3428,distance,O NOUN
3428,set,O VERB
3428,to,O ADP
3428,nnn,O X
3428,to,O ADP
3428,ensure,O VERB
3428,flight,O NOUN
3428,safety,O NOUN
3428,(,O PUNCT
3428,Code,O NOUN
3428,:,O PUNCT
3428,30230,O NUM
3428,),O PUNCT
3429,Payload,B-COMPONENT NOUN
3429,mode,O NOUN
3429,enabled,I-STATE VERB
3429,.,O PUNCT
3429,Max,O ADJ
3429,altitude,O NOUN
3429,set,O VERB
3429,to,O ADP
3429,nnn,O X
3429,and,O SCONJ
3429,max,O ADJ
3429,distance,O NOUN
3429,set,O VERB
3429,to,O ADP
3429,nnn,O X
3429,.,O PUNCT
3429,Fly,B-ACTION VERB
3429,in,O ADP
3429,a,O PART
3429,wind,O NOUN
3429,-,O PUNCT
3429,free,B-STATE ADJ
3429,environment,B-STATE NOUN
3429,to,O ADP
3429,ensure,O VERB
3429,flight,O NOUN
3429,safety,O NOUN
3429,(,O PUNCT
3429,Code,O NOUN
3429,:,O PUNCT
3429,30230,O NUM
3429,),O PUNCT
3430,Payload,B-COMPONENT NOUN
3430,mode,O NOUN
3430,enabled,I-STATE VERB
3430,.,O PUNCT
3430,Max,O ADJ
3430,altitude,O NOUN
3430,set,O VERB
3430,to,O ADP
3430,nnn,O X
3430,and,O SCONJ
3430,max,O ADJ
3430,distance,O NOUN
3430,set,O VERB
3430,to,O ADP
3430,nnn,O X
3430,.,O PUNCT
3430,Fly,B-ACTION VERB
3430,in,O ADP
3430,a,O PART
3430,wind,O NOUN
3430,-,O PUNCT
3430,free,B-STATE ADJ
3430,environment,B-STATE NOUN
3430,to,O ADP
3430,ensure,O VERB
3430,flight,O NOUN
3430,safety,O NOUN
3430,(,O PUNCT
3430,Code,O NOUN
3430,:,O PUNCT
3430,30232,O NUM
3430,),O PUNCT
3431,Payload,B-COMPONENT NOUN
3431,mode,O NOUN
3431,enabled,I-STATE VERB
3431,.,O PUNCT
3431,Return,B-ACTION VERB
3431,the,O PRON
3431,aircraft,O NOUN
3431,to,O ADP
3431,an,O PRON
3431,area,B-STATE NOUN
3431,nearby,O ADV
3431,the,O PRON
3431,home,O NOUN
3431,point,B-STATE NOUN
3431,promptly,O ADV
3431,to,O ADP
3431,ensure,O VERB
3431,flight,O NOUN
3431,safety,O NOUN
3431,(,O PUNCT
3431,Code,O NOUN
3431,:,O PUNCT
3431,30229,O NUM
3431,),O PUNCT
3432,Propeller,B-COMPONENT NOUN
3432,Fell,B-ACTION VERB
3432,Off,O PART
3433,Propeller,B-COMPONENT NOUN
3433,Fell,B-ACTION VERB
3433,Off,O PART
3433,.,O PUNCT
3433,Motor,B-COMPONENT NOUN
3433,idle,B-STATE ADJ
3433,.,O PUNCT
3433,Check,B-ACTION VERB
3433,whether,O SCONJ
3433,propellers,O NOUN
3433,are,O AUX
3433,installed,I-ACTION ADP
3433,(,O PUNCT
3433,Code,O NOUN
3433,:,O PUNCT
3433,30166,O NUM
3433,),O PUNCT
3434,Propeller,B-COMPONENT NOUN
3434,rotating,B-STATE VERB
3434,too,O ADV
3434,fast,B-STATE ADJ
3434,.,O PUNCT
3434,Wind,B-COMPONENT NOUN
3434,resistance,I-PARAMETER NOUN
3434,affected,O ADJ
3434,.,O PUNCT
3434,Return,B-ACTION VERB
3434,to,O ADP
3434,home,O NOUN
3434,and,O SCONJ
3434,land,O VERB
3434,promptly,O ADV
3434,.,O PUNCT
3434,Check,B-ACTION VERB
3434,whether,O SCONJ
3434,propeller,B-COMPONENT NOUN
3434,on,O PART
3434,beeping,I-ISSUE NOUN
3434,ESC,B-STATE PROPN
3434,is,O AUX
3434,warped,B-STATE VERB
3434,or,O SCONJ
3434,damaged,I-STATE VERB
3434,(,O PUNCT
3434,Code,O NOUN
3434,:,O PUNCT
3434,30246,O NUM
3434,),O PUNCT
3435,Propellers,B-COMPONENT NOUN
3435,not,O ADV
3435,installed,I-ACTION ADP
3435,(,O PUNCT
3435,Code,O NOUN
3435,:,O PUNCT
3435,30144,O NUM
3435,),O PUNCT
3436,Recharge,B-ACTION VERB
3436,promptly,O ADV
3436,(,O PUNCT
3436,Code,O NOUN
3436,:,O PUNCT
3436,120732,O NUM
3436,),O PUNCT
3437,Remote,B-COMPONENT ADJ
3437,controller,O NOUN
3437,battery,O NOUN
3437,level,O NOUN
3437,low,O ADJ
3437,.,O PUNCT
3437,Recharge,B-ACTION VERB
3437,promptly,O ADV
3437,(,O PUNCT
3437,Code,O NOUN
3437,:,O PUNCT
3437,60001,O NUM
3437,),O PUNCT
3438,Remote,B-COMPONENT ADJ
3438,controller,O NOUN
3438,disconnected,I-STATE VERB
3438,from,O ADP
3438,aircraft,O NOUN
3438,(,O PUNCT
3438,Code,O NOUN
3438,:,O PUNCT
3438,30029,O NUM
3438,),O PUNCT
3439,Remote,B-COMPONENT ADJ
3439,controller,O NOUN
3439,in,O ADP
3439,high,O ADJ
3439,interference,O NOUN
3439,environment,B-STATE NOUN
3439,.,O PUNCT
3439,Manually,O ADV
3439,adjust,I-ACTION VERB
3439,flight,O NOUN
3439,route,B-PARAMETER NOUN
3439,or,O SCONJ
3439,return,O VERB
3439,to,O ADP
3439,home,O NOUN
3439,(,O PUNCT
3439,Code,O NOUN
3439,:,O PUNCT
3439,80014,O NUM
3439,),O PUNCT
3440,Remote,B-COMPONENT ADJ
3440,controller,O NOUN
3440,signal,O NOUN
3440,lost,O VERB
3440,(,O PUNCT
3440,Code,O NOUN
3440,:,O PUNCT
3440,30029,O NUM
3440,),O PUNCT
3441,Remote,B-COMPONENT ADJ
3441,controller,O NOUN
3441,signal,O NOUN
3441,weak,O ADJ
3441,.,O PUNCT
3441,Adjust,I-ACTION VERB
3441,remote,O ADJ
3441,controller,O NOUN
3441,antennas,O NOUN
3441,(,O PUNCT
3441,Code,O NOUN
3441,:,O PUNCT
3441,80002,O NUM
3441,),O PUNCT
3442,RTH,B-STATE PROPN
3442,altitude,O NOUN
3442,adjusted,I-ACTION VERB
3442,to,O ADP
3442,nnn,O X
3442,(,O PUNCT
3442,Code,O NOUN
3442,:,O PUNCT
3442,120852,O NUM
3442,),O PUNCT
3443,SD,B-PARAMETER PROPN
3443,card,O NOUN
3443,full,O ADJ
3443,.,O PUNCT
3443,Change,B-ACTION VERB
3443,card,O NOUN
3443,or,O SCONJ
3443,delete,I-ACTION VERB
3443,files,B-COMPONENT NOUN
3443,(,O PUNCT
3443,Code,O NOUN
3443,:,O PUNCT
3443,10027,O NUM
3443,),O PUNCT
3444,SD,B-PARAMETER PROPN
3444,card,O NOUN
3444,malfunction,I-ISSUE NOUN
3444,.,O PUNCT
3444,Change,B-ACTION VERB
3444,card,O NOUN
3444,(,O PUNCT
3444,Code,O NOUN
3444,:,O PUNCT
3444,10023,O NUM
3444,),O PUNCT
3445,SD,B-PARAMETER PROPN
3445,card,O NOUN
3445,speed,B-PARAMETER NOUN
3445,low,O ADJ
3445,.,O PUNCT
3445,Change,B-ACTION VERB
3445,card,O NOUN
3445,(,O PUNCT
3445,Code,O NOUN
3445,:,O PUNCT
3445,10028,O NUM
3445,),O PUNCT
3446,Setting,B-FUNCTION NOUN
3446,new,O ADJ
3446,Maximum,O ADJ
3446,Flight,B-ACTION NOUN
3446,Altitude,B-PARAMETER NOUN
3446,to,O ADP
3446,nnn,O X
3446,(,O PUNCT
3446,nnn,O X
3446,),O PUNCT
3447,Setting,B-FUNCTION NOUN
3447,new,O ADJ
3447,Return,B-ACTION VERB
3447,-,O PUNCT
3447,To,O ADP
3447,-,O PUNCT
3447,Home,B-COMPONENT NOUN
3447,altitude,O NOUN
3447,to,O ADP
3447,nnn,O X
3447,(,O PUNCT
3447,nnn,O X
3447,),O PUNCT
3448,Strong,B-STATE ADJ
3448,wind,O NOUN
3448,warning,B-ISSUE NOUN
3448,.,O PUNCT
3448,Aircraft,O NOUN
3448,unable,O ADJ
3448,to,O ADP
3448,return,O VERB
3448,to,O ADP
3448,home,O NOUN
3448,automatically,O ADV
3448,.,O PUNCT
3448,Lower,O ADJ
3448,altitude,O NOUN
3448,immediately,O ADV
3448,and,O SCONJ
3448,return,O VERB
3448,to,O ADP
3448,home,O NOUN
3448,manually,O ADV
3448,(,O PUNCT
3448,Code,O NOUN
3448,:,O PUNCT
3448,120596,O NUM
3448,),O PUNCT
3449,Strong,B-STATE ADJ
3449,wind,O NOUN
3449,warning,B-ISSUE NOUN
3449,.,O PUNCT
3449,Aircraft,O NOUN
3449,unable,O ADJ
3449,to,O ADP
3449,return,O VERB
3449,to,O ADP
3449,home,O NOUN
3449,automatically,O ADV
3449,.,O PUNCT
