Unnamed: 0,sentence_ID,words,labels
50733,4233,battery,O NOUN
50734,4233,will,O AUX
50735,4233,be,O AUX
50736,4233,damaged,I-STATE VERB
50737,4233,"""",O PUNCT
50738,4234,Critically,O ADV
50739,4234,Low,O ADJ
50740,4234,Voltage,B-PARAMETER NOUN
50741,4234,.,O PUNCT
50742,4234,Aircraft,O NOUN
50743,4234,will,O AUX
50744,4234,land,O VERB
50745,4235,CrystalSky,B-ISSUE PROPN
50746,4235,is,O AUX
50747,4235,too,O ADV
50748,4235,hot,B-STATE ADJ
50749,4235,.,O PUNCT
50750,4235,Cool,B-STATE ADJ
50751,4235,down,O ADV
50752,4235,the,O PRON
50753,4235,monitor,B-COMPONENT NOUN
50754,4235,to,O ADP
50755,4235,prevent,I-ACTION VERB
50756,4235,overheating,O ADJ
50757,4236,Current,B-PARAMETER NOUN
50758,4236,RTH,B-STATE PROPN
50759,4236,route,B-PARAMETER NOUN
50760,4236,will,O AUX
50761,4236,pass,I-ACTION VERB
50762,4236,a,O PART
50763,4236,no,O PART
50764,4236,-,O PUNCT
50765,4236,fly,O VERB
50766,4236,zone,O NOUN
50767,4236,.,O PUNCT
50768,4236,Pay,I-ACTION VERB
50769,4236,attention,B-PARAMETER NOUN
50770,4236,to,O ADP
50771,4236,the,O PRON
50772,4236,aircraft,O NOUN
50773,4236,'s,O PUNCT
50774,4236,position,B-PARAMETER NOUN
50775,4236,to,O ADP
50776,4236,avoid,I-ACTION VERB
50777,4236,RTH,B-STATE PROPN
50778,4236,failure,B-ISSUE NOUN
50779,4237,Data,B-PARAMETER PROPN
50780,4237,Recorder,B-COMPONENT NOUN
50781,4237,File,O NOUN
50782,4237,Index,O NOUN
50783,4237,is,O AUX
50784,4237,nnn,O X
50785,4238,Descending,I-ACTION VERB
50786,4238,.,O PUNCT
50787,4238,Exited,I-ACTION VERB
50788,4238,Visual,B-COMPONENT NOUN
50789,4238,Avoidance,B-ISSUE NOUN
50790,4238,System,B-COMPONENT NOUN
50791,4239,"""",O PUNCT
50792,4239,Detected,O VERB
50793,4239,side,O NOUN
50794,4239,/,O PUNCT
50795,4239,backward,O ADV
50796,4239,/,O PUNCT
50797,4239,forward,O ADV
50798,4239,shock,O NOUN
50799,4239,/,O PUNCT
50800,4239,possible,O ADJ
50801,4239,collision,O NOUN
50802,4239,",",O PUNCT
50803,4239,aircraft,O NOUN
50804,4239,is,O AUX
50805,4239,pitching,O VERB
50806,4239,/,O PUNCT
50807,4239,rolling,O VERB
50808,4239,sharply,O ADV
50809,4239,forward,O ADV
50810,4239,/,O PUNCT
50811,4239,backwards,O ADV
50812,4239,/,O PUNCT
50813,4239,left,O NOUN
50814,4239,/,O PUNCT
50815,4239,right,O NOUN
50816,4239,"""",O PUNCT
50817,4240,Distance,B-PARAMETER NOUN
50818,4240,limit,O NOUN
50819,4240,enabled,I-STATE VERB
50820,4240,.,O PUNCT
50821,4240,Fly,B-ACTION VERB
50822,4240,safely,B-STATE ADV
50823,4241,Downlink,B-COMPONENT NOUN
50824,4241,data,O NOUN
50825,4241,connection,O NOUN
50826,4241,lost,O VERB
50827,4241,for,O ADP
50828,4241,nnn,O X
50829,4241,seconds,O NUM
50830,4242,Downward,O ADJ
50831,4242,sensor,O NOUN
50832,4242,error,O NOUN
50833,4242,.,O PUNCT
50834,4242,Aircraft,O NOUN
50835,4242,unstable,B-STATE ADJ
50836,4242,at,O ADP
50837,4242,low,O ADJ
50838,4242,altitude,O NOUN
50839,4242,.,O PUNCT
50840,4242,Please,O INTJ
50841,4242,fly,O VERB
50842,4242,with,O ADP
50843,4242,caution,O NOUN
50844,4243,Drag,I-ACTION VERB
50845,4243,a,O PART
50846,4243,box,I-COMPONENT NOUN
50847,4243,around,O ADP
50848,4243,or,O CCONJ
50849,4243,tap,I-ACTION VERB
50850,4243,a,O PART
50851,4243,target,B-PARAMETER NOUN
50852,4243,on,O PART
50853,4243,screen,I-COMPONENT NOUN
50854,4243,.,O PUNCT
50855,4243,Then,O ADV
50856,4243,tap,I-ACTION VERB
50857,4243,Go,I-ACTION VERB
50858,4244,Drone,B-COMPONENT NOUN
50859,4244,is,O AUX
50860,4244,Vibrating,I-ACTION VERB
50861,4245,Executing,B-ACTION VERB
50862,4245,waypoint,B-COMPONENT NOUN
50863,4245,mission,B-FUNCTION NOUN
50864,4246,Exiting,B-ACTION VERB
50865,4246,GPS,O NOUN
50866,4246,mode,O NOUN
50867,4246,:,O PUNCT
50868,4246,Unknown,B-STATE ADJ
50869,4246,Error,B-ISSUE NOUN
50870,4247,Extended,I-STATE VERB
50871,4247,flight,O NOUN
50872,4247,distance,O NOUN
50873,4247,detected,O VERB
50874,4247,.,O PUNCT
50875,4247,Always,O ADV
50876,4247,maintain,I-ACTION ADP
50877,4247,visual,B-COMPONENT NOUN
50878,4247,line,O NOUN
50879,4247,of,O ADP
50880,4247,sight,O NOUN
50881,4247,unless,O SCONJ
50882,4247,otherwise,O ADV
50883,4247,authorized,I-STATE NOUN
50884,4248,Failed,B-ISSUE VERB
50885,4248,to,O ADP
50886,4248,cancel,I-ACTION VERB
50887,4248,landing,O NOUN
50888,4249,Flight,B-ACTION NOUN
50889,4249,altitude,O NOUN
50890,4249,exceeds,O VERB
50891,4249,nnn,O X
50892,4249,.,O PUNCT
50893,4249,May,O AUX
50894,4249,violate,I-ACTION VERB
50895,4249,local,O ADJ
50896,4249,policies,I-STATE NOUN
50897,4249,and,O CCONJ
50898,4249,regulations,B-ISSUE NOUN
50899,4249,.,O PUNCT
50900,4249,Ensure,B-ACTION VERB
50901,4249,you,O PRON
50902,4249,have,O VERB
50903,4249,obtained,O VERB
50904,4249,proper,O ADJ
50905,4249,airspace,B-COMPONENT NOUN
50906,4249,authorization,O NOUN
50907,4250,Flight,B-ACTION NOUN
50908,4250,distance,O NOUN
50909,4250,may,O AUX
50910,4250,exceed,B-ACTION VERB
50911,4250,line,O NOUN
50912,4250,-,O PUNCT
50913,4250,of,O ADP
50914,4250,-,O PUNCT
50915,4250,sight,O NOUN
50916,4250,.,O PUNCT
50917,4250,Fly,B-ACTION VERB
50918,4250,with,O ADP
50919,4250,caution,O NOUN
50920,4251,Flight,B-ACTION NOUN
50921,4251,Mode,B-PARAMETER NOUN
50922,4251,Set,B-ACTION VERB
50923,4251,to,O ADP
50924,4251,Attitude,B-PARAMETER NOUN
50925,4251,/,O PUNCT
50926,4251,Atti,B-STATE NOUN
50927,4251,Set,B-ACTION VERB
50928,4251,the,O PRON
50929,4251,Flight,B-ACTION NOUN
50930,4251,Mode,B-PARAMETER NOUN
50931,4251,to,O ADP
50932,4251,P,O PRON
50933,4251,-,O PUNCT
50934,4251,mode,O NOUN
50935,4251,/,O PUNCT
50936,4251,GPS,O NOUN
50937,4251,to,O ADP
50938,4251,ensure,O VERB
50939,4251,flight,O NOUN
50940,4251,safety,O NOUN
50941,4251,/,O PUNCT
50942,4251,fly,O VERB
50943,4251,safe,O ADJ
50944,4252,Forward,O ADV
50945,4252,Obstacle,B-ISSUE NOUN
50946,4252,Sensing,B-COMPONENT VERB
50947,4252,is,O AUX
50948,4252,not,O ADV
50949,4252,functioning,I-FUNCTION VERB
50950,4253,Forward,O ADV
50951,4253,Obstacle,B-ISSUE NOUN
50952,4253,Sensing,B-COMPONENT VERB
50953,4253,is,O AUX
50954,4253,not,O ADV
50955,4253,functioning,I-FUNCTION VERB
50956,4253,.,O PUNCT
50957,4253,Ambient,B-STATE ADJ
50958,4253,Light,B-PARAMETER NOUN
50959,4253,is,O AUX
50960,4253,too,O ADV
50961,4253,weak,O ADJ
50962,4254,GEO,B-STATE PROPN
50963,4254,Zone,B-COMPONENT NOUN
50964,4254,Info,B-STATE NOUN
50965,4254,:,O PUNCT
50966,4254,The,O PRON
50967,4254,target,B-PARAMETER NOUN
50968,4254,area,B-STATE NOUN
50969,4254,is,O AUX
50970,4254,in,O ADP
50971,4254,an,O PRON
50972,4254,Altitude,B-PARAMETER NOUN
50973,4254,Zone,B-COMPONENT NOUN
50974,4254,.,O PUNCT
50975,4254,Flight,B-ACTION NOUN
50976,4254,altitude,O NOUN
50977,4254,restricted,O ADJ
50978,4254,to,O ADP
50979,4254,nnn,O X
50980,4255,GEO,B-STATE PROPN
50981,4255,:,O PUNCT
50982,4255,You,O PRON
50983,4255,are,O AUX
50984,4255,in,O ADP
50985,4255,a,O PART
50986,4255,Warning,B-ISSUE NOUN
50987,4255,Zone,B-COMPONENT NOUN
50988,4255,(,O PUNCT
50989,4255,Airport,O NOUN
50990,4255,Class,B-PARAMETER NOUN
50991,4255,Airspace,B-COMPONENT NOUN
50992,4255,Unpaved,B-STATE ADJ
50993,4255,Airports,O NOUN
50994,4255,Power,B-PARAMETER NOUN
50995,4255,Plant,B-COMPONENT NOUN
50996,4255,),O PUNCT
50997,4255,.,O PUNCT
50998,4255,Fly,B-ACTION VERB
50999,4255,with,O ADP
51000,4255,caution,O NOUN
51001,4256,High,O ADJ
51002,4256,wind,O NOUN
51003,4256,velocity,O NOUN
51004,4256,.,O PUNCT
51005,4256,Fly,B-ACTION VERB
51006,4256,with,O ADP
51007,4256,caution,O NOUN
51008,4256,and,O CCONJ
51009,4256,land,O VERB
51010,4256,in,O ADP
51011,4256,a,O PART
51012,4256,safe,O ADJ
51013,4256,place,I-STATE NOUN
51014,4256,ASAP,O PROPN
51015,4257,High,O ADJ
51016,4257,Wind,B-COMPONENT NOUN
51017,4257,Velocity,B-PARAMETER NOUN
51018,4257,:,O PUNCT
51019,4257,Fly,B-ACTION VERB
51020,4257,with,O ADP
51021,4257,caution,O NOUN
51022,4257,and,O CCONJ
51023,4257,ensure,O VERB
51024,4257,the,O PRON
51025,4257,aircraft,O NOUN
51026,4257,remains,O NOUN
51027,4257,within,O ADP
51028,4257,your,O PRON
51029,4257,line,O NOUN
51030,4257,of,O ADP
51031,4257,sight,O NOUN
51032,4258,Home,B-COMPONENT NOUN
51033,4258,Point,B-STATE NOUN
51034,4258,Recorded,B-FUNCTION VERB
51035,4259,Intelligent,O ADJ
51036,4259,Flight,B-ACTION NOUN
51037,4259,Modes,B-STATE NOUN
51038,4259,have,O VERB
51039,4259,not,O ADV
51040,4259,been,O AUX
51041,4259,enabled,I-STATE VERB
51042,4259,.,O PUNCT
51043,4259,Enable,I-ACTION VERB
51044,4259,this,O PRON
51045,4259,option,I-STATE NOUN
51046,4259,in,O ADP
51047,4259,Main,O ADJ
51048,4259,Controller,B-COMPONENT NOUN
51049,4259,Settings,B-COMPONENT NOUN
51050,4259,if,O SCONJ
51051,4259,needed,I-ACTION VERB
51052,4260,Landing,B-ACTION NOUN
51053,4260,Canceled,I-ACTION VERB
51054,4261,"""",O PUNCT
51055,4261,Low,O ADJ
51056,4261,power,O NOUN
51057,4261,",",O PUNCT
51058,4261,please,O INTJ
51059,4261,replace,I-ACTION VERB
51060,4261,the,O PRON
51061,4261,battery,O NOUN
51062,4261,"""",O PUNCT
51063,4262,Max,O ADJ
51064,4262,Altitude,B-PARAMETER NOUN
51065,4262,Approached,I-ACTION VERB
51066,4262,.,O PUNCT
51067,4262,Wait,B-ACTION VERB
51068,4262,for,O ADP
51069,4262,the,O PRON
51070,4262,GPS,O NOUN
51071,4262,satellite,I-COMPONENT NOUN
51072,4262,signal,O NOUN
51073,4262,recovery,I-STATE NOUN
51074,4262,before,O ADP
51075,4262,ascend,I-ACTION NOUN
51076,4263,Maximum,O ADJ
51077,4263,Flight,B-ACTION NOUN
51078,4263,Altitude,B-PARAMETER NOUN
51079,4263,Reached,B-ISSUE VERB
51080,4263,.,O PUNCT
51081,4263,Adjust,I-ACTION VERB
51082,4263,altitude,O NOUN
51083,4263,in,O ADP
51084,4263,MC,B-PARAMETER PROPN
51085,4263,Settings,B-COMPONENT NOUN
51086,4263,if,O SCONJ
51087,4263,required,I-ACTION VERB
51088,4264,Min,O NUM
51089,4264,Waypoint,B-COMPONENT NOUN
51090,4264,Distance,B-PARAMETER NOUN
51091,4264,:,O PUNCT
51092,4264,nnn,O X
51093,4264,(,O PUNCT
51094,4264,nnn,O X
51095,4264,),O PUNCT
51096,4265,Mobile,B-COMPONENT ADJ
51097,4265,device,B-COMPONENT NOUN
51098,4265,CPU,B-PARAMETER PROPN
51099,4265,fully,O ADV
51100,4265,loaded,I-ACTION VERB
51101,4265,.,O PUNCT
51102,4265,Related,B-FUNCTION ADJ
51103,4265,performance,O NOUN
51104,4265,will,O AUX
51105,4265,be,O AUX
51106,4265,affected,O ADJ
51107,4266,Motor,B-COMPONENT NOUN
51108,4266,is,O AUX
51109,4266,Blocked,B-ISSUE VERB
51110,4267,Motor,B-COMPONENT NOUN
51111,4267,is,O AUX
51112,4267,idling,B-STATE VERB
51113,4267,(,O PUNCT
51114,4267,lost,O VERB
51115,4267,or,O CCONJ
51116,4267,missing,B-STATE VERB
51117,4267,propeller,B-COMPONENT NOUN
51118,4267,),O PUNCT
51119,4268,Motors,B-COMPONENT NOUN
51120,4268,Started,B-ACTION VERB
51121,4269,"""",O PUNCT
51122,4269,Not,O ADV
51123,4269,Allowed,O VERB
51124,4269,to,O ADP
51125,4269,change,O VERB
51126,4269,Aircraft,O NOUN
51127,4269,Mode,B-PARAMETER NOUN
51128,4269,.,O PUNCT
51129,4269,If,O SCONJ
51130,4269,needed,I-ACTION VERB
51131,4269,",",O PUNCT
51132,4269,enable,I-ACTION VERB
51133,4269,it,O PRON
51134,4269,in,O ADP
51135,4269,Main,O ADJ
51136,4269,Controller,B-COMPONENT NOUN
51137,4269,Settings,B-COMPONENT NOUN
51138,4269,"""",O PUNCT
51139,4270,Not,O ADV
51140,4270,Enough,B-ISSUE ADJ
51141,4270,Force,B-PARAMETER NOUN
51142,4270,/,O PUNCT
51143,4270,ESC,B-STATE PROPN
51144,4270,Error,B-ISSUE NOUN
51145,4271,Obstacle,B-ISSUE NOUN
51146,4271,Avoidance,B-ISSUE NOUN
51147,4271,disabled,O ADJ
51148,4271,.,O PUNCT
51149,4271,Fly,B-ACTION VERB
51150,4271,with,O ADP
51151,4271,caution,O NOUN
51152,4272,Obstacle,B-ISSUE NOUN
51153,4272,Avoidance,B-ISSUE NOUN
51154,4272,will,O AUX
51155,4272,be,O AUX
51156,4272,disabled,O ADJ
51157,4272,in,O ADP
51158,4272,landing,O NOUN
51159,4273,Obstacle,B-ISSUE NOUN
51160,4273,Avoided,I-ACTION VERB
51161,4273,.,O PUNCT
51162,4273,Revise,I-ACTION ADP
51163,4273,Flight,B-ACTION NOUN
51164,4273,Route,B-PARAMETER NOUN
51165,4274,Pano,B-ISSUE NOUN
51166,4274,successful,B-STATE ADJ
51167,4275,Panorama,B-STATE NOUN
51168,4275,Captured,I-ACTION VERB
51169,4275,Successfully,B-STATE ADV
51170,4276,Precision,B-FUNCTION NOUN
51171,4276,Landing,B-ACTION NOUN
51172,4276,Correcting,I-ACTION VERB
51173,4276,Landing,B-ACTION NOUN
51174,4276,Position,B-PARAMETER NOUN
51175,4277,Precision,B-FUNCTION NOUN
51176,4277,Landing,B-ACTION NOUN
51177,4277,Locating,I-ACTION VERB
51178,4277,Landing,B-ACTION NOUN
51179,4277,Point,B-STATE NOUN
51180,4278,Propeller,B-COMPONENT NOUN
51181,4278,Fell,B-ACTION VERB
51182,4278,Off,O PART
51183,4279,Propulsion,B-COMPONENT NOUN
51184,4279,output,B-FUNCTION NOUN
51185,4279,has,O AUX
51186,4279,been,O AUX
51187,4279,limited,I-STATE VERB
51188,4279,to,O ADP
51189,4279,ensure,O VERB
51190,4279,battery,O NOUN
51191,4279,health,B-STATE NOUN
51192,4280,QuickShot,B-STATE PROPN
51193,4280,has,O AUX
51194,4280,ended,I-ACTION VERB
51195,4281,Reaching,B-ACTION VERB
51196,4281,maximum,O ADJ
51197,4281,altitude,O NOUN
51198,4281,...,O PUNCT
51199,4282,Return,B-ACTION VERB
51200,4282,-,O PUNCT
51201,4282,to,O ADP
51202,4282,-,O PUNCT
51203,4282,Home,B-COMPONENT NOUN
51204,4282,Altitude,B-PARAMETER NOUN
51205,4282,:,O PUNCT
51206,4282,nnn,O X
51207,4283,Returning,B-ACTION VERB
51208,4283,Home,B-COMPONENT NOUN
51209,4284,Setting,B-FUNCTION NOUN
51210,4284,new,O ADJ
51211,4284,Maximum,O ADJ
51212,4284,Flight,B-ACTION NOUN
51213,4284,Altitude,B-PARAMETER NOUN
51214,4284,to,O ADP
51215,4284,nnn,O X
51216,4284,(,O PUNCT
51217,4284,nnn,O X
51218,4284,),O PUNCT
51219,4285,Setting,B-FUNCTION NOUN
51220,4285,new,O ADJ
51221,4285,Return,B-ACTION VERB
51222,4285,-,O PUNCT
51223,4285,To,O ADP
51224,4285,-,O PUNCT
51225,4285,Home,B-COMPONENT NOUN
51226,4285,altitude,O NOUN
51227,4285,to,O ADP
51228,4285,nnn,O X
51229,4285,(,O PUNCT
51230,4285,nnn,O X
51231,4285,),O PUNCT
51232,4286,Signal,B-COMPONENT NOUN
51233,4286,Lost,B-ISSUE VERB
51234,4286,.,O PUNCT
51235,4286,Aircraft,O NOUN
51236,4286,returning,O VERB
51237,4286,to,O ADP
51238,4286,Home,B-COMPONENT NOUN
51239,4286,Point,B-STATE NOUN
51240,4287,Strong,B-STATE ADJ
51241,4287,Aircraft,O NOUN
51242,4287,Interference,O NOUN
51243,4288,Strong,B-STATE ADJ
51244,4288,Interference,O NOUN
51245,4288,to,O ADP
51246,4288,Aircraft,O NOUN
51247,4288,.,O PUNCT
51248,4288,Signal,B-COMPONENT NOUN
51249,4288,interruption,I-STATE NOUN
51250,4288,may,O AUX
51251,4288,be,O AUX
51252,4288,more,O ADJ
51253,4288,likely,B-STATE ADV
51254,4288,.,O PUNCT
51255,4288,Fly,B-ACTION VERB
51256,4288,with,O ADP
51257,4288,caution,O NOUN
51258,4289,Strong,B-STATE ADJ
51259,4289,Interference,O NOUN
51260,4289,to,O ADP
51261,4289,Remote,B-COMPONENT ADJ
51262,4289,Controller,B-COMPONENT NOUN
51263,4289,.,O PUNCT
51264,4289,Signal,B-COMPONENT NOUN
51265,4289,interruption,I-STATE NOUN
51266,4289,maybe,B-STATE ADV
51267,4289,more,O ADJ
51268,4289,likely,B-STATE ADV
51269,4289,.,O PUNCT
51270,4289,Fly,B-ACTION VERB
51271,4289,with,O ADP
51272,4289,caution,O NOUN
51273,4290,Strong,B-STATE ADJ
51274,4290,Remote,B-COMPONENT ADJ
51275,4290,Controller,B-COMPONENT NOUN
51276,4290,Interference,O NOUN
51277,4291,Strong,B-STATE ADJ
51278,4291,wireless,B-COMPONENT NOUN
51279,4291,interference,O NOUN
51280,4291,.,O PUNCT
51281,4291,Please,O INTJ
51282,4291,fly,O VERB
51283,4291,with,O ADP
51284,4291,caution,O NOUN
51285,4292,"""",O PUNCT
51286,4292,Subject,B-PARAMETER NOUN
51287,4292,lost,O VERB
51288,4292,",",O PUNCT
51289,4292,searching,B-STATE VERB
51290,4292,"""",O PUNCT
51291,4293,Switched,I-STATE VERB
51292,4293,to,O ADP
51293,4293,P,O PRON
51294,4293,(,O PUNCT
51295,4293,Positioning)-mode,B-PARAMETER NOUN
51296,4294,Switched,I-STATE VERB
51297,4294,to,O ADP
51298,4294,S,O NOUN
51299,4294,(,O PUNCT
51300,4294,Sport)-mode,B-PARAMETER NOUN
51301,4295,Taking,B-ACTION VERB
51302,4295,off,O PART
51303,4296,Tap,I-ACTION VERB
51304,4296,the,O PRON
51305,4296,screen,I-COMPONENT NOUN
51306,4296,to,O ADP
51307,4296,focus,I-COMPONENT NOUN
51308,4297,The,O PRON
51309,4297,aircraft,O NOUN
51310,4297,is,O AUX
51311,4297,flying,O VERB
51312,4297,back,O ADV
51313,4297,to,O ADP
51314,4297,the,O PRON
51315,4297,start,I-ACTION VERB
51316,4297,point,B-STATE NOUN
51317,4298,The,O PRON
51318,4298,remaining,I-STATE VERB
51319,4298,battery,O NOUN
51320,4298,is,O AUX
51321,4298,only,O ADV
51322,4298,enough,B-ISSUE ADJ
51323,4298,for,O ADP
51324,4298,RTH,B-STATE PROPN
51325,4298,.,O PUNCT
51326,4298,Return,B-ACTION VERB
51327,4298,home,O NOUN
51328,4298,now,O ADV
51329,4299,"""",O PUNCT
51330,4299,Tip,B-COMPONENT NOUN
51331,4299,:,O PUNCT
51332,4299,Aircraft,O NOUN
51333,4299,reached,O VERB
51334,4299,maximum,O ADJ
51335,4299,distance,O NOUN
51336,4299,",",O PUNCT
51337,4299,please,O INTJ
51338,4299,pay,I-ACTION VERB
51339,4299,attention,B-PARAMETER NOUN
51340,4299,to,O ADP
51341,4299,flight,O NOUN
51342,4299,safety,O NOUN
51343,4299,"""",O PUNCT
51344,4300,"""",O PUNCT
51345,4300,To,O ADP
51346,4300,take,O VERB
51347,4300,off,O PART
51348,4300,in,O ADP
51349,4300,non,O PART
51350,4300,-,O PUNCT
51351,4300,P,O PRON
51352,4300,mode,O NOUN
51353,4300,",",O PUNCT
51354,4300,toggle,I-ACTION VERB
51355,4300,Flight,B-ACTION NOUN
51356,4300,Mode,B-PARAMETER NOUN
51357,4300,Switch,I-ACTION VERB
51358,4300,to,O ADP
51359,4300,another,O PRON
51360,4300,mode,O NOUN
51361,4300,and,O CCONJ
51362,4300,then,O ADV
51363,4300,toggle,I-ACTION VERB
51364,4300,it,O PRON
51365,4300,back,O ADV
51366,4300,"""",O PUNCT
51367,4301,Unknown,B-STATE ADJ
51368,4301,error,O NOUN
51369,4301,(,O PUNCT
51370,4301,code,O NOUN
51371,4301,:,O PUNCT
51372,4301,110,O NUM
51373,4301,),O PUNCT
51374,4301,.,O PUNCT
51375,4301,Can,O AUX
51376,4301,not,O ADV
51377,4301,takeoff,O NOUN
51378,4301,.,O PUNCT
51379,4301,Contact,B-ACTION NOUN
51380,4301,DJI,B-PARAMETER PROPN
51381,4301,support,B-FUNCTION NOUN
51382,4302,Video,B-COMPONENT NOUN
51383,4302,cache,B-COMPONENT NOUN
51384,4302,has,O AUX
51385,4302,stopped,I-ACTION VERB
51386,4302,because,O SCONJ
51387,4302,there,O PRON
51388,4302,is,O AUX
51389,4302,not,O ADV
51390,4302,enough,B-ISSUE ADJ
51391,4302,storage,B-PARAMETER NOUN
51392,4302,space,B-COMPONENT NOUN
51393,4302,.,O PUNCT
51394,4302,You,O PRON
51395,4302,can,O AUX
51396,4302,enable,I-ACTION VERB
51397,4302,Auto,B-ACTION PROPN
51398,4302,Cache,B-COMPONENT NOUN
51399,4302,Clear,I-ACTION VERB
51400,4302,or,O CCONJ
51401,4302,manually,O ADV
51402,4302,delete,I-ACTION VERB
51403,4302,cache,B-COMPONENT NOUN
51404,4302,to,O ADP
51405,4302,get,I-ACTION VERB
51406,4302,enough,B-ISSUE ADJ
51407,4302,space,B-COMPONENT NOUN
51408,4303,Warning,B-ISSUE NOUN
51409,4303,:,O PUNCT
51410,4303,Critically,O ADV
51411,4303,low,O ADJ
51412,4303,battery,O NOUN
51413,4303,.,O PUNCT
51414,4303,Please,O INTJ
51415,4303,change,O VERB
51416,4303,the,O PRON
51417,4303,battery,O NOUN
51418,4304,Warning,B-ISSUE NOUN
51419,4304,:,O PUNCT
51420,4304,Aircraft,O NOUN
51421,4304,is,O AUX
51422,4304,less,O ADV
51423,4304,than,O ADP
51424,4304,nnn,O X
51425,4304,(,O PUNCT
51426,4304,minimum,B-STATE ADJ
51427,4304,),O PUNCT
51428,4304,away,O ADV
51429,4304,from,O ADP
51430,4304,the,O PRON
51431,4304,object,B-COMPONENT NOUN
51432,4304,below,O ADP
51433,4305,Warning,B-ISSUE NOUN
51434,4305,:,O PUNCT
51435,4305,Battery,B-COMPONENT NOUN
51436,4305,Temperature,B-PARAMETER NOUN
51437,4305,Below,O ADP
51438,4305,15,O NUM
51439,4305,°,B-PARAMETER NOUN
51440,4305,C,B-PARAMETER PROPN
51441,4305,(,O PUNCT
51442,4305,59F,O NUM
51443,4305,),O PUNCT
51444,4305,.,O PUNCT
51445,4305,Warm,B-STATE ADJ
51446,4305,battery,O NOUN
51447,4305,to,O ADP
51448,4305,above,O ADP
51449,4305,25,O NUM
51450,4305,°,B-PARAMETER NOUN
51451,4305,C,B-PARAMETER PROPN
51452,4305,(,O PUNCT
51453,4305,77F,O NUM
51454,4305,),O PUNCT
51455,4305,before,O ADP
51456,4305,flying,O VERB
51457,4306,Warning,B-ISSUE NOUN
51458,4306,:,O PUNCT
51459,4306,Command,B-FUNCTION NOUN
51460,4306,Failed,B-ISSUE VERB
51461,4307,Warning,B-ISSUE NOUN
51462,4307,:,O PUNCT
51463,4307,Command,B-FUNCTION NOUN
51464,4307,Timeout,B-ISSUE NOUN
51465,4308,Warning,B-ISSUE NOUN
51466,4308,:,O PUNCT
51467,4308,Max,O ADJ
51468,4308,Flight,B-ACTION NOUN
51469,4308,Altitude,B-PARAMETER NOUN
51470,4308,Reached,B-ISSUE VERB
51471,4308,.,O PUNCT
51472,4308,Adjust,I-ACTION VERB
51473,4308,in,O ADP
51474,4308,Main,O ADJ
51475,4308,Controller,B-COMPONENT NOUN
51476,4308,Settings,B-COMPONENT NOUN
51477,4308,if,O SCONJ
51478,4308,necessary,O ADJ
51479,4309,Warning,B-ISSUE NOUN
51480,4309,:,O PUNCT
51481,4309,Motor,B-COMPONENT NOUN
51482,4309,Obstructed,I-STATE VERB
51483,4310,Waypoint,B-COMPONENT NOUN
51484,4310,Mission,B-FUNCTION NOUN
51485,4310,Paused,B-ACTION VERB
51486,4311,Waypoint,B-COMPONENT NOUN
51487,4311,Mission,B-FUNCTION NOUN
51488,4311,Resumed,B-ACTION VERB
51489,4312,Weak,O ADJ
51490,4312,GPS,O NOUN
51491,4312,signal,O NOUN
51492,4312,.,O PUNCT
51493,4312,Aircraft,O NOUN
51494,4312,is,O AUX
51495,4312,in,O ADP
51496,4312,Attitude,B-PARAMETER NOUN
51497,4312,mode,O NOUN
51498,4312,and,O CCONJ
51499,4312,hovering,I-STATE VERB
51500,4312,may,O AUX
51501,4312,be,O AUX
51502,4312,unstable,B-STATE ADJ
51503,4312,.,O PUNCT
51504,4312,Fly,B-ACTION VERB
51505,4312,with,O ADP
51506,4312,caution,O NOUN
51507,4313,Weak,O ADJ
51508,4313,GPS,O NOUN
51509,4313,signal,O NOUN
51510,4313,.,O PUNCT
51511,4313,Positional,B-FUNCTION ADJ
51512,4313,accuracy,B-PARAMETER NOUN
51513,4313,may,O AUX
51514,4313,be,O AUX
51515,4313,compromised,I-ISSUE VERB
51516,4313,.,O PUNCT
51517,4313,Please,O INTJ
51518,4313,fly,O VERB
51519,4313,with,O ADP
51520,4313,caution,O NOUN
51521,4314,Weak,O ADJ
51522,4314,signal,O NOUN
51523,4314,.,O PUNCT
51524,4314,Adjust,I-ACTION VERB
51525,4314,antenna,B-COMPONENT NOUN
51526,4314,and,O CCONJ
51527,4314,avoid,I-ACTION VERB
51528,4314,signal,O NOUN
51529,4314,block,I-ACTION NOUN
51530,4315,Weak,O ADJ
51531,4315,signal,O NOUN
51532,4315,.,O PUNCT
51533,4315,Avoid,I-ACTION VERB
51534,4315,blocking,I-ACTION VERB
51535,4315,the,O PRON
51536,4315,antennas,O NOUN
51537,4315,and,O CCONJ
51538,4315,keep,I-ACTION VERB
51539,4315,the,O PRON
51540,4315,antennas,O NOUN
51541,4315,parallel,B-STATE ADJ
51542,4315,to,O ADP
51543,4315,and,O CCONJ
51544,4315,facing,B-ACTION VERB
51545,4315,toward,O ADP
51546,4315,the,O PRON
51547,4315,aircraft,O NOUN
51548,4315,during,O ADP
51549,4315,flight,O NOUN
51550,4316,Yaw,B-COMPONENT NOUN
51551,4316,Error,B-ISSUE NOUN
51552,4317,Your,O PRON
51553,4317,aircraft,O NOUN
51554,4317,is,O AUX
51555,4317,at,O ADP
